date,u,v,uv
2016/09/01 00:00,21.8,-25.06,33.215111018932326
2016/09/01 01:00,19.51,-22.74,29.962438151792654
2016/09/01 02:00,14.69,-16.87,22.369465796035453
2016/09/01 03:00,5.91,-8.19,10.099712867205682
2016/09/01 04:00,-7.57,4.11,8.61376804888546
2016/09/01 05:00,-19.58,17.36,26.16765178612708
2016/09/01 06:00,-25.12,22.81,33.930966682368485
2016/09/01 07:00,-22.93,21.13,31.18111287301978
2016/09/01 08:00,-16.03,15.15,22.05636869477839
2016/09/01 09:00,-2.97,4.37,5.283729743277943
2016/09/01 10:00,15.99,-12.58,20.34542946216668
2016/09/01 11:00,20.39,-23.3,30.96194599827343
2016/09/01 12:00,22.52,-25.36,33.91577803913689
2016/09/01 13:00,20.37,-23.07,30.7759938913433
2016/09/01 14:00,15.05,-17.37,22.983024170026017
2016/09/01 15:00,5.92,-8.77,10.58108217527867
2016/09/01 16:00,-10.52,5.27,11.766193097174634
2016/09/01 17:00,-24.46,20.6,31.97892430961367
2016/09/01 18:00,-29.3,25.35,38.74419311329119
2016/09/01 19:00,-26.81,23.9,35.916376487613555
2016/09/01 20:00,-21.21,19.1,28.54249638696658
2016/09/01 21:00,-8.52,8.76,12.219983633376927
2016/09/01 22:00,12.89,-7.91,15.123498272555858
2016/09/01 23:00,19.54,-21.77,29.253110945675502
2016/09/02 00:00,21.73,-25.58,33.56380937855535
2016/09/02 01:00,20.93,-24.15,31.957587518459523
2016/09/02 02:00,17.96,-20.64,27.36002923975046
2016/09/02 03:00,10.51,-13.2,16.87305840682121
2016/09/02 04:00,-2.59,-1.67,3.081720298794165
2016/09/02 05:00,-17.79,13.71,22.4599243097567
2016/09/02 06:00,-26.42,23.2,35.1604379949966
2016/09/02 07:00,-26.93,23.92,36.01931842775485
2016/09/02 08:00,-22.29,20.11,30.020929366027293
2016/09/02 09:00,-13.07,12.13,17.831483393144836
2016/09/02 10:00,4.01,-0.96,4.123311775745317
2016/09/02 11:00,17.93,-17.52,25.068611848285496
2016/09/02 12:00,20.26,-23.98,31.39280172268796
2016/09/02 13:00,21.04,-24.65,32.408395517211275
2016/09/02 14:00,17.31,-20.57,26.884214699336113
2016/09/02 15:00,10.5,-13.76,17.308599018984754
2016/09/02 16:00,-3.45,-1.91,3.94342490736162
2016/09/02 17:00,-21.26,15.92,26.560007530119417
2016/09/02 18:00,-30.48,25.8,39.93332442960391
2016/09/02 19:00,-30.58,26.91,40.73431600014906
2016/09/02 20:00,-28.12,25.07,37.67279256970473
2016/09/02 21:00,-19.64,17.68,26.425593654637165
2016/09/02 22:00,-4.0,5.15,6.520927848090332
2016/09/02 23:00,16.66,-12.8,21.00941693622172
2016/09/03 00:00,19.77,-22.31,29.80920998617709
2016/09/03 01:00,20.49,-24.15,31.671163540356392
2016/09/03 02:00,18.23,-21.6,28.264693523900096
2016/09/03 03:00,13.8,-16.73,21.687159795602557
2016/09/03 04:00,3.39,-6.95,7.732696812884881
2016/09/03 05:00,-13.96,8.54,16.364999236174746
2016/09/03 06:00,-25.74,22.05,33.89321613538615
2016/09/03 07:00,-29.67,25.83,39.338248562944436
2016/09/03 08:00,-27.65,24.31,36.817096572108994
2016/09/03 09:00,-22.46,19.62,29.82274299926149
2016/09/03 10:00,-10.13,8.96,13.523997190180129
2016/09/03 11:00,9.14,-6.27,11.083884698065024
2016/09/03 12:00,17.81,-19.39,26.328087663178273
2016/09/03 13:00,19.72,-23.63,30.777512894969274
2016/09/03 14:00,19.06,-22.65,29.60246780253295
2016/09/03 15:00,14.33,-17.39,22.533552760272848
2016/09/03 16:00,4.91,-8.57,9.876892223771605
2016/09/03 17:00,-11.76,5.86,13.13914761314447
2016/09/03 18:00,-24.32,20.55,31.83967493552659
2016/09/03 19:00,-29.33,25.4,38.799599224734266
2016/09/03 20:00,-28.04,24.9,37.50002133332726
2016/09/03 21:00,-24.33,21.38,32.38909229972337
2016/09/03 22:00,-13.2,11.84,17.732050078882587
2016/09/03 23:00,5.82,-2.46,6.3185441361123695
2016/09/04 00:00,18.5,-18.57,26.2124951120644
2016/09/04 01:00,20.08,-24.08,31.353672831105445
2016/09/04 02:00,19.61,-23.38,30.51518474464803
2016/09/04 03:00,16.12,-19.25,25.108104269339016
2016/09/04 04:00,7.57,-10.98,13.336615012813409
2016/09/04 05:00,-8.12,2.61,8.52915587851459
2016/09/04 06:00,-22.83,18.6,29.447731661369097
2016/09/04 07:00,-29.76,25.57,39.23623962614155
2016/09/04 08:00,-29.49,25.72,39.13027600209332
2016/09/04 09:00,-25.9,22.45,34.27553792429814
2016/09/04 10:00,-18.15,15.62,23.94591614451199
2016/09/04 11:00,-3.67,4.36,5.698991138789391
2016/09/04 12:00,14.77,-11.82,18.91732803542826
2016/09/04 13:00,17.68,-20.16,26.814324529997023
2016/09/04 14:00,17.82,-21.58,27.986582499476423
2016/09/04 15:00,15.14,-18.48,23.88995604851545
2016/09/04 16:00,8.23,-11.11,13.826243162913055
2016/09/04 17:00,-4.04,0.59,4.08285439368097
2016/09/04 18:00,-19.1,15.57,24.64213667683872
2016/09/04 19:00,-27.69,24.16,36.74835642583216
2016/09/04 20:00,-28.1,24.96,37.58472562092213
2016/09/04 21:00,-26.07,23.14,34.85834907163562
2016/09/04 22:00,-19.21,17.11,25.725011175896505
2016/09/04 23:00,-4.78,5.41,7.219175853239759
2016/09/05 00:00,14.71,-11.23,18.50667447166022
2016/09/05 01:00,18.58,-20.72,27.830465321298526
2016/09/05 02:00,18.75,-22.38,29.19635079937217
2016/09/05 03:00,16.69,-19.89,25.964749180379155
2016/09/05 04:00,11.55,-14.18,18.28865495327636
2016/09/05 05:00,1.48,-4.67,4.898908041594575
2016/09/05 06:00,-13.98,9.74,17.03842715745793
2016/09/05 07:00,-24.51,21.48,32.59034366188857
2016/09/05 08:00,-27.62,24.43,36.873965070222646
2016/09/05 09:00,-24.57,22.11,33.05354746468221
2016/09/05 10:00,-19.31,17.39,25.986307933217446
2016/09/05 11:00,-8.16,7.97,11.406423628815475
2016/09/05 12:00,9.35,-5.55,10.87313202347879
2016/09/05 13:00,17.49,-18.02,25.112158409822122
2016/09/05 14:00,18.22,-21.8,28.41141319962807
2016/09/05 15:00,17.66,-21.12,27.530528509274937
2016/09/05 16:00,13.33,-16.09,20.89442509378997
2016/09/05 17:00,4.38,-7.48,8.668033225593913
2016/09/05 18:00,-10.57,5.92,12.114920552772931
2016/09/05 19:00,-22.25,19.47,29.56591618739389
2016/09/05 20:00,-26.45,23.69,35.508007547594104
2016/09/05 21:00,-23.59,21.62,31.99863278329248
2016/09/05 22:00,-18.19,17.09,24.958850133770188
2016/09/05 23:00,-7.21,8.09,10.83661386227266
2016/09/06 00:00,11.92,-6.98,13.813283461943435
2016/09/06 01:00,18.99,-20.25,27.761170724593008
2016/09/06 02:00,20.31,-23.62,31.15125198126072
