date,u,v,uv
2016/07/01 00:00,2.33,-4.81,5.344623466625127
2016/07/01 01:00,-8.13,4.74,9.410871373045113
2016/07/01 02:00,-16.91,14.97,22.58426443345012
2016/07/01 03:00,-21.06,19.08,28.417776126924498
2016/07/01 04:00,-19.2,17.63,26.066394073595987
2016/07/01 05:00,-11.74,11.49,16.427041730025525
2016/07/01 06:00,1.63,0.79,1.8113530854032849
2016/07/01 07:00,15.74,-13.97,21.04539141950085
2016/07/01 08:00,18.63,-21.15,28.18509180400163
2016/07/01 09:00,20.03,-22.37,30.02695122718922
2016/07/01 10:00,18.0,-20.03,26.929554396610428
2016/07/01 11:00,12.79,-14.58,19.39485756586008
2016/07/01 12:00,5.27,-7.42,9.101060377780163
2016/07/01 13:00,-7.41,3.26,8.09541228103918
2016/07/01 14:00,-19.69,15.91,25.314505723003954
2016/07/01 15:00,-26.56,22.19,34.60967639259287
2016/07/01 16:00,-25.84,22.33,34.151639784935654
2016/07/01 17:00,-20.63,18.51,27.716727801095136
2016/07/01 18:00,-10.77,10.68,15.16757396553582
2016/07/01 19:00,5.4,-1.5,5.604462507680822
2016/07/01 20:00,17.65,-16.14,23.91698350545068
2016/07/01 21:00,18.37,-21.83,28.530786880140546
2016/07/01 22:00,19.46,-22.67,29.8767551785665
2016/07/01 23:00,17.37,-19.95,26.45220973756257
2016/07/02 00:00,12.5,-14.88,19.433589478014607
2016/07/02 01:00,3.48,-6.38,7.267379169962167
2016/07/02 02:00,-8.32,4.07,9.262143380449258
2016/07/02 03:00,-18.42,16.0,24.398696686503566
2016/07/02 04:00,-22.83,20.54,30.70994138711437
2016/07/02 05:00,-20.68,18.84,27.975131813809206
2016/07/02 06:00,-12.97,12.53,18.03390695329218
2016/07/02 07:00,0.49,1.7,1.7692088627406317
2016/07/02 08:00,16.86,-14.44,22.198495444511547
2016/07/02 09:00,20.01,-22.63,30.207896318678003
2016/07/02 10:00,21.56,-24.0,32.26195282372101
2016/07/02 11:00,19.28,-21.37,28.781857132575723
2016/07/02 12:00,14.26,-16.06,21.47722514665244
2016/07/02 13:00,6.32,-8.49,10.584068215955527
2016/07/02 14:00,-7.21,2.96,7.793952784049952
2016/07/02 15:00,-20.95,17.08,27.030147983316702
2016/07/02 16:00,-27.83,23.45,36.392463505511685
2016/07/02 17:00,-26.88,23.4,35.63838380173826
2016/07/02 18:00,-20.9,18.88,28.164949849058846
2016/07/02 19:00,-10.14,10.58,14.654555605681123
2016/07/02 20:00,8.36,-3.1,8.916254819149124
2016/07/02 21:00,18.67,-18.4,26.21314364970367
2016/07/02 22:00,19.7,-23.6,30.741665537182595
2016/07/02 23:00,20.54,-23.82,31.452885400229977
2016/07/03 00:00,18.12,-20.8,27.585764444727648
2016/07/03 01:00,13.07,-15.4,20.198636092568233
2016/07/03 02:00,3.75,-6.34,7.366009774633754
2016/07/03 03:00,-8.97,4.88,10.211527799501894
2016/07/03 04:00,-19.41,17.1,25.868090381781183
2016/07/03 05:00,-23.85,21.5,32.110317656479204
2016/07/03 06:00,-21.03,19.22,28.489810459179964
2016/07/03 07:00,-12.4,12.13,17.346380025815186
2016/07/03 08:00,2.61,0.29,2.6260616900598506
2016/07/03 09:00,18.44,-16.83,24.965626369069934
2016/07/03 10:00,21.44,-24.28,32.391233381888995
2016/07/03 11:00,23.01,-25.0,33.97734686522772
2016/07/03 12:00,19.87,-21.31,29.136454828959543
2016/07/03 13:00,15.1,-15.6,21.71105709080053
2016/07/03 14:00,7.03,-7.21,10.070004965242072
2016/07/03 15:00,-6.84,4.69,8.293473337510648
2016/07/03 16:00,-21.68,18.95,28.794528994237776
2016/07/03 17:00,-27.34,23.7,36.18239350844551
2016/07/03 18:00,-27.18,23.8,36.127446629951585
2016/07/03 19:00,-20.38,18.56,27.56479638959809
2016/07/03 20:00,-7.87,9.05,11.993306466525402
2016/07/03 21:00,11.72,-6.06,13.194013794141645
2016/07/03 22:00,19.08,-20.71,28.159376768671567
2016/07/03 23:00,20.9,-25.05,32.623802660021106
2016/07/04 00:00,20.99,-24.31,32.11784862035439
2016/07/04 01:00,18.37,-21.04,27.930959525229348
2016/07/04 02:00,12.44,-14.87,19.387379915811213
2016/07/04 03:00,2.45,-5.5,6.021004899516359
2016/07/04 04:00,-11.44,7.11,13.469435771404829
2016/07/04 05:00,-21.64,19.23,28.94965457479588
2016/07/04 06:00,-24.89,22.36,33.45865657793212
2016/07/04 07:00,-20.81,19.05,28.212738257744498
2016/07/04 08:00,-11.36,11.25,15.9878735296474
2016/07/04 09:00,5.34,-1.81,5.638412897261072
2016/07/04 10:00,19.71,-19.29,27.578763569094246
2016/07/04 11:00,22.43,-25.43,33.90855054407369
2016/07/04 12:00,23.05,-25.42,34.31441242393639
2016/07/04 13:00,19.09,-21.22,28.543239129433086
2016/07/04 14:00,13.46,-15.23,20.325464324339556
2016/07/04 15:00,2.8,-5.63,6.287837466092774
2016/07/04 16:00,-13.71,8.55,16.157555508182543
2016/07/04 17:00,-26.9,22.29,34.93499821096317
2016/07/04 18:00,-30.19,25.3,39.38941609112783
2016/07/04 19:00,-27.12,23.65,35.98356430372066
2016/07/04 20:00,-19.42,17.69,26.269231050794012
2016/07/04 21:00,-4.46,6.42,7.817160609837821
2016/07/04 22:00,15.85,-10.72,19.13480859585483
2016/07/04 23:00,19.62,-22.73,30.026609865251192
2016/07/05 00:00,21.81,-25.84,33.81392760387352
2016/07/05 01:00,20.78,-23.98,31.730880857612508
2016/07/05 02:00,18.07,-20.76,27.522763306034516
2016/07/05 03:00,10.83,-13.53,17.33060299008664
2016/07/05 04:00,-0.88,-3.08,3.203248351283428
2016/07/05 05:00,-15.23,11.1,18.845766102761647
2016/07/05 06:00,-23.46,21.03,31.506070843569184
2016/07/05 07:00,-24.91,22.38,33.486900423897104
2016/07/05 08:00,-19.26,17.7,26.15793569836886
2016/07/05 09:00,-8.32,8.66,12.009079898143739
2016/07/05 10:00,11.08,-7.0,13.105968106172089
2016/07/05 11:00,20.52,-22.09,30.150265338799258
2016/07/05 12:00,23.13,-26.01,34.80685277355596
2016/07/05 13:00,22.18,-24.69,33.18958420950766
2016/07/05 14:00,17.68,-19.91,26.626875520796652
2016/07/05 15:00,11.15,-13.14,17.233168600115302
2016/07/05 16:00,-1.59,-2.2,2.7144244325455076
2016/07/05 17:00,-18.61,13.52,23.00266288932653
2016/07/05 18:00,-29.28,24.21,37.99266376552189
2016/07/05 19:00,-29.84,25.41,39.19303126832626
2016/07/05 20:00,-24.87,22.08,33.257229289283856
2016/07/05 21:00,-16.33,15.3,22.377642860676815
2016/07/05 22:00,1.51,2.15,2.627279962242319
2016/07/05 23:00,18.39,-15.59,24.108923659093538
2016/07/06 00:00,19.94,-24.1,31.27960357805067
2016/07/06 01:00,22.02,-25.8,33.919321927184804
2016/07/06 02:00,20.22,-23.26,30.820058403578667
2016/07/06 03:00,16.68,-19.3,25.509065055387662
2016/07/06 04:00,8.12,-10.84,13.54400236266961
2016/07/06 05:00,-4.23,0.2,4.234725492874362
2016/07/06 06:00,-17.58,14.58,22.839281950183985
2016/07/06 07:00,-24.4,22.12,32.9340917591483
2016/07/06 08:00,-23.52,21.32,31.744807449408164
2016/07/06 09:00,-16.19,15.29,22.26881676245956
2016/07/06 10:00,-3.01,4.81,5.674169542761301
2016/07/06 11:00,16.52,-12.76,20.874098782941502
2016/07/06 12:00,21.28,-23.98,32.06054896597998
2016/07/06 13:00,23.25,-25.88,34.78989652183518
2016/07/06 14:00,20.68,-23.12,31.0192972196341
2016/07/06 15:00,15.64,-17.67,23.59742570705542
2016/07/06 16:00,7.61,-9.79,12.399846773246836
2016/07/06 17:00,-6.88,2.47,7.309945280232951
2016/07/06 18:00,-22.04,17.94,28.418395450834307
2016/07/06 19:00,-28.77,24.41,37.730107341485265
2016/07/06 20:00,-27.12,24.07,36.26098867929555
2016/07/06 21:00,-20.68,19.21,28.225635511003112
2016/07/06 22:00,-9.78,10.82,14.584951148358366
2016/07/06 23:00,11.29,-4.99,12.343589429335374
2016/07/07 00:00,20.01,-20.68,28.776075131956407
2016/07/07 01:00,21.07,-25.11,32.77891090320116
2016/07/07 02:00,21.38,-24.66,32.63770825287829
2016/07/07 03:00,19.03,-21.71,28.86979390297063
2016/07/07 04:00,13.74,-16.08,21.150744667741606
2016/07/07 05:00,4.11,-6.76,7.911365242485016
2016/07/07 06:00,-9.72,5.59,11.212782883833968
2016/07/07 07:00,-20.53,18.26,27.475598264642027
2016/07/07 08:00,-24.83,22.42,33.45422693771297
2016/07/07 09:00,-21.2,19.45,28.770514420148974
2016/07/07 10:00,-11.92,11.99,16.90699559354056
2016/07/07 11:00,4.48,-0.74,4.5407047911089755
2016/07/07 12:00,19.57,-18.36,26.83420391962467
2016/07/07 13:00,22.26,-25.14,33.57867180220207
2016/07/07 14:00,22.47,-24.98,33.59912647674043
2016/07/07 15:00,18.89,-21.18,28.380001761804035
2016/07/07 16:00,13.54,-15.32,20.4458797805328
2016/07/07 17:00,4.3,-6.53,7.818625198844104
2016/07/07 18:00,-11.15,6.89,13.107043907761964
2016/07/07 19:00,-24.01,20.57,31.616530486440162
2016/07/07 20:00,-28.28,24.38,37.338221703771595
2016/07/07 21:00,-25.42,22.62,34.02705982009025
2016/07/07 22:00,-17.96,16.76,24.56540657102992
2016/07/07 23:00,-4.11,6.02,7.28920434615466
2016/07/08 00:00,15.68,-10.87,19.07928981906821
2016/07/08 01:00,19.42,-22.53,29.744533951635553
2016/07/08 02:00,21.54,-25.39,33.29600126141276
2016/07/08 03:00,20.32,-23.45,31.02909763431737
2016/07/08 04:00,17.61,-20.11,26.73058547806239
2016/07/08 05:00,10.83,-13.13,17.020158636158477
2016/07/08 06:00,-0.27,-2.99,3.002165884823822
2016/07/08 07:00,-14.04,10.42,17.484221458217693
2016/07/08 08:00,-22.47,20.17,30.194863801646797
2016/07/08 09:00,-24.27,21.77,32.60315628892393
2016/07/08 10:00,-19.1,17.63,25.99282400971468
2016/07/08 11:00,-8.76,8.99,12.55219901053198
2016/07/08 12:00,9.45,-5.76,11.067072783712954
2016/07/08 13:00,19.5,-20.13,28.02618240146167
2016/07/08 14:00,21.35,-24.22,32.286698499536925
2016/07/08 15:00,20.18,-22.79,30.44037614747886
2016/07/08 16:00,15.91,-18.32,24.264181420357048
2016/07/08 17:00,8.92,-11.26,14.365026975261829
