date,u,v,uv
2016/01/01 00:00,-7.25,8.52,11.18717569362348
2016/01/01 01:00,7.32,-3.56,8.13977886677519
2016/01/01 02:00,16.1,-17.48,23.764688089684665
2016/01/01 03:00,18.84,-21.21,28.36916812315793
2016/01/01 04:00,19.16,-21.12,28.51596044323249
2016/01/01 05:00,16.18,-18.04,24.23291150481097
2016/01/01 06:00,11.81,-13.61,18.019661484056797
2016/01/01 07:00,4.26,-6.81,8.032664564140594
2016/01/01 08:00,-6.47,1.71,6.69215959164155
2016/01/01 09:00,-15.84,12.82,20.377880164531344
2016/01/01 10:00,-20.14,17.79,26.871987272994904
2016/01/01 11:00,-19.41,17.52,26.147628955605132
2016/01/01 12:00,-12.18,11.67,16.868352023834454
2016/01/01 13:00,0.89,1.64,1.865931402812011
2016/01/01 14:00,15.75,-13.06,20.460354346882657
2016/01/01 15:00,18.65,-20.65,27.825258309672524
2016/01/01 16:00,20.05,-22.0,29.765794126816104
2016/01/01 17:00,17.68,-19.42,26.26249797715366
2016/01/01 18:00,14.05,-15.54,20.949799521713807
2016/01/01 19:00,7.91,-9.31,12.216554342366754
2016/01/01 20:00,-0.67,-1.3,1.4624978632463024
2016/01/01 21:00,-9.98,7.61,12.550398400050893
2016/01/01 22:00,-15.99,14.27,21.431588835175052
2016/01/01 23:00,-18.2,16.28,24.418812419935577
2016/01/02 00:00,-15.47,14.18,20.985549790272355
2016/01/02 01:00,-8.16,8.34,11.667956119218138
2016/01/02 02:00,5.07,-2.48,5.6440499643429805
2016/01/02 03:00,14.95,-14.58,20.88250224470238
2016/01/02 04:00,17.06,-18.57,25.21682969764439
2016/01/02 05:00,17.07,-18.3,25.025485010285017
2016/01/02 06:00,14.41,-15.41,21.09777713409638
2016/01/02 07:00,9.79,-10.69,14.495523446912841
2016/01/02 08:00,2.38,-4.09,4.732071428032337
2016/01/02 09:00,-6.63,3.58,7.534805903273156
2016/01/02 10:00,-13.69,11.68,17.99551332971638
2016/01/02 11:00,-16.65,15.17,22.524462257732146
2016/01/02 12:00,-14.57,14.2,20.345144383857292
2016/01/02 13:00,-5.61,7.9,9.689277578849726
2016/01/02 14:00,9.33,-4.12,10.19918133969585
2016/01/02 15:00,17.02,-15.86,23.264135487913578
2016/01/02 16:00,17.73,-18.94,25.94371792939478
2016/01/02 17:00,17.53,-18.9,25.77810892986528
2016/01/02 18:00,15.23,-16.57,22.505950324303125
2016/01/02 19:00,11.78,-12.85,17.432466836337305
2016/01/02 20:00,5.87,-7.01,9.14313950456844
2016/01/02 21:00,-2.06,-0.07,2.0611889772653065
2016/01/02 22:00,-9.82,7.52,12.36862158851988
2016/01/02 23:00,-15.12,13.42,20.216597141952448
2016/01/03 00:00,-17.26,15.39,23.124871891537044
2016/01/03 01:00,-14.48,13.29,19.654376103046364
2016/01/03 02:00,-7.71,7.79,10.960301090754761
2016/01/03 03:00,3.21,-1.35,3.482326808328018
2016/01/03 04:00,11.49,-11.36,16.15765143825055
2016/01/03 05:00,13.41,-15.9,20.799954326872932
2016/01/03 06:00,13.73,-16.35,21.35030210559092
2016/01/03 07:00,12.38,-14.57,19.11934360797985
2016/01/03 08:00,8.77,-10.73,13.858059027150953
2016/01/03 09:00,2.86,-5.27,5.996040360104324
2016/01/03 10:00,-4.82,1.42,5.0248184046789195
2016/01/03 11:00,-11.21,8.69,14.183800619016047
2016/01/03 12:00,-14.48,13.15,19.559982106331283
2016/01/03 13:00,-13.68,12.87,18.782419971877957
2016/01/03 14:00,-8.48,8.73,12.170591604355149
2016/01/03 15:00,1.56,0.56,1.657467948408053
2016/01/03 16:00,11.88,-10.13,15.612536629260475
2016/01/03 17:00,14.64,-15.74,21.495981019716222
2016/01/03 18:00,15.09,-16.9,22.656524446613606
2016/01/03 19:00,13.98,-15.57,20.92523118151864
2016/01/03 20:00,10.63,-11.92,15.971327433873492
2016/01/03 21:00,5.44,-6.8,8.708248962908675
2016/01/03 22:00,-1.42,-0.73,1.5966527487215245
2016/01/03 23:00,-8.57,5.92,10.41591570626414
2016/01/04 00:00,-13.53,11.65,17.854506433951066
2016/01/04 01:00,-16.31,14.39,21.75059079657378
2016/01/04 02:00,-14.51,13.24,19.642751843873608
2016/01/04 03:00,-9.14,9.03,12.848365654821627
2016/01/04 04:00,0.24,1.34,1.361322886019331
